second,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,Humidity,Temperature
704,spoiled,5.137247535,18.47,9.41,3.89,9.41,4.33,22.81,14.26,1.2,13.58,13.29,73.1,38.8
705,spoiled,5.142792841,17.11,8.94,3.52,10.21,4,24.15,15.42,1.17,13.42,12.82,73.2,38.8
706,spoiled,5.148338298,16.76,8.57,3.45,9.3,4.02,24.99,15.56,1.2,13.05,12.42,73.2,38.7
707,spoiled,5.153883903,16.55,8.57,3.4,9.37,4.11,24.99,15.56,1.17,13.15,12.42,73.2,38.8
708,spoiled,5.159429652,16.62,8.74,3.31,9.33,4.15,24.99,15.22,1.18,13.15,12.98,73.3,38.8
709,spoiled,5.164975544,16.55,8.87,3.24,9.3,4.16,25.24,15.29,1.17,13.15,12.47,73.2,38.7
710,spoiled,5.170521576,16.48,8.84,3.19,9.3,4.15,25.61,15.49,1.17,13.1,12.27,73.2,38.7
711,spoiled,5.176067746,16.62,8.91,3.12,9.22,4.18,25.49,15.09,1.2,13.05,12.18,73.3,38.7
712,spoiled,5.18161405,16.62,9.09,3.11,9.19,4.26,25.74,14.89,1.17,13.05,12.27,73.4,38.7
713,spoiled,5.187160487,16.62,9.34,3.06,9.22,4.29,25.61,14.7,1.18,13.26,12.47,73.3,38.7
714,spoiled,5.192707054,16.76,9.63,3.01,9.19,4.39,25.74,14.14,1.17,13.21,12.62,73.4,38.7
715,spoiled,5.198253748,16.62,9.79,2.96,9.19,4.41,26.26,13.96,1.2,13.26,12.57,73.3,38.8
716,spoiled,5.203800567,16.69,9.86,2.92,9.15,4.46,25.24,13.84,1.2,13.42,12.72,73.4,38.9
717,spoiled,5.209347508,16.83,10.26,2.89,9.04,4.54,25.36,13.54,1.18,13.53,12.72,73.4,38.8
718,spoiled,5.214894569,15.31,9.41,2.81,9.04,4.11,26.93,14.76,1.2,13.21,12.32,73.5,38.8
719,spoiled,5.220441748,15.37,9.48,2.81,9.08,4.24,27.06,14.7,1.18,13.31,12.13,73.4,38.4
720,spoiled,5.225989042,15.24,9.56,2.76,9.01,3.9,27.48,14.63,1.2,13.26,12.23,73.4,38.8
721,spoiled,5.231536449,13.83,8.77,2.73,9.01,3.78,29.25,15.77,1.2,12.79,11.57,73.5,38.8
722,spoiled,5.237083966,14.28,8.91,2.75,8.94,4.02,28.79,15.42,1.2,12.79,11.39,73.5,38.8
723,spoiled,5.242631592,14.64,9.3,2.73,8.9,4.18,28.34,14.89,1.2,13,11.71,73.4,38.8
724,spoiled,5.248179323,14.69,9.56,2.73,8.9,4.27,27.76,14.57,1.2,13.15,11.85,73.4,38.8
725,spoiled,5.253727158,13.56,9.37,2.7,8.94,3.72,29.88,15.49,1.15,12.89,11.52,73.5,38.8
726,spoiled,5.259275095,13.5,8.94,2.72,8.87,4.04,29.88,15.56,1.17,12.89,11.39,72.9,37.7
727,spoiled,5.26482313,13.89,9.37,2.7,8.83,4.18,28.94,14.96,1.18,13,11.39,73.5,38.8
728,spoiled,5.270371262,14.17,9.75,2.72,8.8,4.31,28.94,14.51,1.17,13.05,11.43,73.6,38.8
729,spoiled,5.275919489,14.06,10.02,2.68,8.87,4.27,29.25,14.63,1.16,13.1,11.26,73.6,38.8
730,spoiled,5.281467808,13.72,9.98,2.7,8.83,4.13,30.2,15.09,1.2,13,10.99,73.5,38.8
731,spoiled,5.287016217,13.45,9.86,2.67,8.8,4.04,30.53,15.15,1.2,13,10.87,73.5,38.8
732,spoiled,5.292564714,13.13,9.75,2.68,8.73,4.11,30.86,15.15,1.2,12.79,10.65,73.7,38.8
733,spoiled,5.298113296,13.13,9.9,2.67,8.73,4.07,31.03,15.02,1.18,12.84,10.65,73.6,38.8
734,spoiled,5.303661963,13.03,9.98,2.65,8.7,4.07,30.86,14.89,1.17,12.89,10.7,73.7,38.7
735,spoiled,5.309210711,12.87,10.3,2.65,8.7,4.13,31.03,14.63,1.18,12.89,10.7,73.8,38.7
736,spoiled,5.314759538,11.13,9.3,2.62,8.73,3.36,34.31,16.27,1.21,12.54,10.29,73.8,38.6
737,spoiled,5.320308442,10.33,8.23,2.59,8.66,3.3,36.16,17.67,1.2,12,9.59,73.8,38.7
738,spoiled,5.325857422,10.25,7.92,2.61,8.7,3.49,36.16,17.67,1.21,11.81,9.4,73.9,38.7
739,spoiled,5.331406474,10.49,8.23,2.61,8.66,3.79,35.53,17.18,1.18,12,9.48,74,38.7
740,spoiled,5.336955598,10.95,8.6,2.62,8.6,4.06,34.51,16.2,1.21,12.19,9.66,73.9,38.7
741,spoiled,5.34250479,11.04,9.01,2.62,8.66,4.26,33.73,15.49,1.17,12.34,9.89,74,38.7
742,spoiled,5.348054049,11.21,9.52,2.62,8.63,4.35,32.61,15.02,1.2,12.64,10.01,74.1,38.7
743,spoiled,5.353603373,11.21,9.86,2.62,8.53,4.44,32.61,14.57,1.2,12.64,9.93,74,38.9
744,spoiled,5.359152759,11,10.22,2.62,8.56,4.52,32.61,14.44,1.17,12.84,9.93,74,38.7
745,spoiled,5.364702207,10.62,10.3,2.59,8.49,4.44,32.79,14.57,1.2,12.89,9.78,74,38.8
746,spoiled,5.370251712,10.13,10.3,2.59,8.49,4.37,33.73,14.89,1.18,12.94,9.51,74.6,39.7
747,spoiled,5.375801275,9.66,10.18,2.59,8.46,4.33,33.73,14.89,1.17,12.89,9.4,73.9,38.8
748,spoiled,5.381350892,9.22,10.18,2.59,8.46,4.22,34.12,14.76,1.2,12.79,9.26,73.8,38.8
749,spoiled,5.386900562,8.46,9.52,2.61,8.49,3.69,36.82,16.12,1.18,12.54,8.83,73.8,38.7
750,spoiled,5.392450282,8.23,9.09,2.54,8.43,3.74,37.26,16.49,1.18,12.34,8.46,73.8,38.8
751,spoiled,5.398000052,8.16,9.09,2.54,8.43,3.88,37.26,16.2,1.17,12.24,8.32,73.8,38.8
752,spoiled,5.403549867,8.03,9.3,2.56,8.46,4.02,36.16,15.77,1.21,12.59,8.46,73.8,38.8
753,spoiled,5.409099728,7.66,9.45,2.54,8.39,3.81,36.82,16.49,1.2,12.44,8.26,73.7,38.8
754,spoiled,5.414649632,7.36,8.84,2.56,8.36,3.71,37.95,17.1,1.2,12.19,7.75,73.7,38.7
755,spoiled,5.420199576,7.36,8.94,2.51,8.3,3.79,38.89,16.87,1.2,12.15,7.6,73.7,38.8
756,spoiled,5.425749559,7.24,9.01,2.54,8.36,3.86,38.65,16.64,1.18,12.24,7.6,73.7,38.8
757,spoiled,5.43129958,7.24,9.19,2.53,8.3,3.95,38.18,16.34,1.21,12.34,7.6,73.8,38.8
758,spoiled,5.436849635,7.13,9.41,2.53,8.26,4,38.41,15.84,1.21,12.39,7.51,73.7,38.7
759,spoiled,5.442399724,7.1,9.63,2.53,8.26,4,38.65,15.7,1.17,12.34,7.3,73.7,38.7
760,spoiled,5.447949844,6.99,9.75,2.54,8.23,4.02,38.18,15.77,1.18,12.44,7.13,73.7,38.9
761,spoiled,5.453499993,6.93,9.9,2.51,8.23,4.02,39.13,15.77,1.18,12.49,7.01,73.7,38.7
762,spoiled,5.459050169,6.6,9.56,2.51,8.2,3.62,40.13,16.34,1.18,12.34,6.79,73.7,38.7
763,spoiled,5.464600371,6.47,9.12,2.53,8.2,3.59,40.9,16.79,1.2,12.05,6.52,74.3,39.6
764,spoiled,5.470150597,6.39,8.84,2.51,8.17,3.64,42.24,17.18,1.17,11.96,6.31,73.6,38.8
765,spoiled,5.475700845,6.33,8.98,2.51,8.17,3.76,42.24,16.79,1.21,12.05,6.23,73.6,38.8
766,spoiled,5.481251112,6.33,9.23,2.3,8.17,3.88,41.43,16.42,1.21,12.05,6.16,73.6,38.8
767,spoiled,5.486801397,6.21,9.56,2.54,8.2,3.93,41.43,16.2,1.2,12.15,6.03,73.6,38.8
768,spoiled,5.492351699,6.18,9.6,2.51,8.1,3.91,41.96,16.57,1.18,12.29,6,73.6,38.8
769,spoiled,5.497902014,6.08,10.46,2.51,8.13,3.79,42.8,17.1,1.17,12.15,5.22,73.6,38.8
770,spoiled,5.503452342,6,9.16,2.51,8.13,3.64,43.08,17.58,1.18,12.05,5.71,73.5,38.6
771,spoiled,5.50900268,5.9,8.94,2.5,8.1,3.39,44.24,17.83,1.21,11.81,5.57,73.5,38.8
772,spoiled,5.514553027,5.76,8.27,2.5,8.13,3.32,45.77,18.96,1.18,11.54,5.45,73.5,38.8
773,spoiled,5.520103381,5.71,8.14,2.5,8.07,3.48,46.08,18.78,1.18,11.54,5.4,73.6,38.8
774,spoiled,5.525653739,5.73,8.4,2.51,8.04,3.62,46.08,18.25,1.17,11.54,5.36,73.5,38.8
775,spoiled,5.531204101,5.78,8.7,2.5,8.1,3.72,45.45,17.67,1.2,11.63,5.36,73.6,38.8
776,spoiled,5.536754463,5.76,8.87,2.5,8.01,3.83,45.77,17.58,1.17,11.77,5.38,73.6,38.8
777,spoiled,5.542304825,5.73,9.05,2.5,7.98,3.9,44.84,17.26,1.18,11.91,5.36,74.2,39.1
778,spoiled,5.547855184,5.73,9.41,2.48,7.98,3.97,44.84,17.1,1.2,12,5.31,73.6,38.8
779,spoiled,5.553405538,5.68,9.56,2.48,7.98,4.04,45.15,17.18,1.2,12,5.45,73.6,38.8
780,spoiled,5.558955887,5.71,9.6,2.5,7.98,4.04,45.77,17.18,1.18,12.19,5.29,73.6,38.8
781,spoiled,5.564506226,5.68,9.63,2.5,8.01,4.02,44.84,17.26,1.2,12.15,5.24,73.6,38.8
782,spoiled,5.570056556,5.61,9.67,2.5,7.98,4.02,46.4,17.67,1.17,12.19,5.24,73.6,38.8
783,spoiled,5.575606874,5.59,9.6,2.5,7.98,4.02,45.45,17.67,1.17,12.24,5.24,73.6,38.8
784,spoiled,5.581157177,5.64,9.67,2.5,7.94,3.97,46.08,18.17,1.18,12.29,5.22,74.2,39
785,spoiled,5.586707465,5.56,9.01,2.48,7.88,3.28,48.06,19.71,1.18,11.96,5.17,73.6,38.9
786,spoiled,5.592257736,5.52,6.42,2.5,7.85,3.21,51.29,21.33,1.18,11.45,5.11,73.7,38.8
787,spoiled,5.597807986,5.54,7.67,2.47,7.82,3.3,50.92,21.22,1.2,11.18,5,73.6,38.5
788,spoiled,5.603358216,5.47,7.85,2.5,7.88,3.49,51.29,20.7,1.18,11.23,5,73.6,38.8
789,spoiled,5.608908422,5.52,8.04,2.47,7.82,3.57,50.54,20.6,1.21,11.36,5.04,73.7,38.8
790,spoiled,5.614458602,5.8,8.27,2.5,7.85,3.66,50.54,20.09,1.21,11.45,5.04,73.7,38.8
791,spoiled,5.620008756,5.49,8.43,2.5,7.85,3.76,51.29,20.09,1.21,11.54,5.04,73.7,38.8
792,spoiled,5.62555888,5.47,8.6,2.5,7.85,3.81,50.18,20.09,1.18,11.63,5,73.7,38.8
793,spoiled,5.631108974,5.47,8.7,2.48,7.73,3.76,51.29,20.8,1.21,11.72,4.98,73.8,38.9
794,spoiled,5.636659035,5.42,8.5,2.48,7.76,3.72,51.29,20.91,1.21,11.58,4.93,73.7,38.9
795,spoiled,5.642209061,5.42,8.47,2.5,7.79,3.72,52.06,21.22,1.2,11.63,4.91,73.7,38.8
796,spoiled,5.64775905,5.4,8.47,2.48,7.73,3.76,52.06,21.55,1.17,11.68,4.91,73.7,38.9
797,spoiled,5.653309001,5.38,8.37,2.48,7.73,3.61,52.85,22.1,1.18,11.68,4.89,73.8,38.9
798,spoiled,5.658858911,5.4,7.82,2.48,7.67,3.36,54.08,23.16,1.18,11.4,4.78,73.7,38.9
799,spoiled,5.664408778,5.42,7.55,2.48,7.67,3.48,54.49,23.28,1.18,11.31,4.82,73.8,38.9
800,spoiled,5.669958601,5.4,7.7,2.47,7.7,3.56,54.49,22.92,1.18,11.27,4.74,73.7,38.9
801,spoiled,5.675508378,5.33,7.76,2.48,7.64,3.62,54.92,23.04,1.2,11.31,4.72,74.3,39.1
802,spoiled,5.681058106,5.35,7.58,2.48,7.67,3.54,54.08,23.41,1.21,11.4,4.72,73.7,38.9
803,spoiled,5.686607784,5.35,7.49,2.48,7.64,3.59,54.08,23.66,1.21,11.4,4.7,73.8,38.9
804,spoiled,5.69215741,5.35,7.08,2.48,7.58,3.46,54.92,24.17,1.21,11.31,4.61,74.4,39.8
805,spoiled,5.697706981,5.35,6.85,2.47,7.58,3.52,55.35,24.43,1.18,11.27,4.57,73.7,38.9
806,spoiled,5.703256496,5.4,6.8,2.47,7.61,3.57,56.22,24.69,1.18,11.31,4.55,73.7,38.9
807,spoiled,5.708805953,5.35,6.5,2.45,7.73,3.59,55.35,24.43,1.2,11.31,4.57,73.7,38.9
808,spoiled,5.714355349,5.38,6.14,2.48,7.58,3.64,55.78,24.69,1.2,11.31,4.57,73.7,38.9
809,spoiled,5.719904683,5.38,5.48,2.47,7.52,3.39,57.58,25.95,1.18,11.4,4.61,73.7,38.9
810,spoiled,5.725453952,5.35,4.47,2.47,7.54,3.39,57.13,26.39,1.2,11.09,4.53,73.8,38.9
811,spoiled,5.731003155,5.38,3.77,2.48,7.49,3.49,58.05,26.84,1.18,11.18,4.57,73.8,38.9
812,spoiled,5.736552289,5.35,3.39,2.47,7.54,3.43,58.05,26.99,1.18,11.18,4.51,73.8,38.9
813,spoiled,5.742101353,5.35,3.05,2.47,7.49,3.49,58.05,27.78,1.21,11.23,4.53,73.8,38.9
814,spoiled,5.747650344,5.38,2.87,2.47,7.54,3.52,57.58,27.78,1.21,11.27,4.53,73.8,38.9
815,spoiled,5.753199261,5.4,2.73,2.47,7.49,3.43,59.98,28.77,1.18,11.14,4.47,73.8,38.8
816,spoiled,5.7587481,5.38,2.67,2.45,7.49,3.49,59.98,29.11,1.18,11.18,4.51,73.7,38.9
817,spoiled,5.764296861,5.38,2.59,2.48,7.46,3.56,59.49,29.11,1.22,11.23,4.49,73.8,38.9
818,spoiled,5.76984554,5.35,2.53,2.45,7.43,3.44,59.98,29.64,1.2,11.14,4.47,74.5,39.2
819,spoiled,5.775394136,5.35,2.53,2.47,7.4,3.43,59,30.74,1.2,11.09,4.39,73.7,38.9
820,spoiled,5.780942647,5.38,2.51,2.45,7.4,3.44,59.49,30.74,1.2,11.05,4.39,73.9,38.9
821,spoiled,5.78649107,5.38,2.47,2.47,7.43,3.35,60.99,31.32,1.18,11.09,4.41,73.8,38.9
822,spoiled,5.792039403,5.35,2.45,2.45,7.37,3.41,60.99,31.91,1.21,11.05,4.37,73.8,38.9
823,spoiled,5.797587644,5.38,2.45,2.45,7.37,3.44,59.49,31.71,1.21,11.09,4.39,73.8,38.9
824,spoiled,5.803135792,5.4,2.44,2.47,7.4,3.46,60.99,31.91,1.21,11.05,4.33,73.9,38.9
825,spoiled,5.808683842,5.38,2.45,2.47,7.34,3.52,59.98,32.52,1.21,11.18,4.37,74.5,39.1
826,spoiled,5.814231794,5.35,2.39,2.45,7.34,3.16,62.55,33.8,1.21,10.92,4.29,73.8,38.9
827,spoiled,5.819779645,5.4,2.38,2.45,7.37,3.24,63.09,34.25,1.18,10.84,4.33,73.9,38.9
828,spoiled,5.825327393,5.35,2.41,2.47,7.37,3.3,61.5,33.8,1.21,10.79,4.31,73.8,38.7
829,spoiled,5.830875036,5.35,2.42,2.47,7.31,3.38,62.02,34.02,1.2,10.84,4.27,73.8,38.9
830,spoiled,5.83642257,5.38,2.38,2.47,7.31,3.27,62.55,34.93,1.18,10.84,4.29,73.8,38.9
831,spoiled,5.841969995,5.4,2.39,2.45,7.31,3.38,64.19,35.4,1.2,10.79,4.29,73.8,38.9
832,spoiled,5.847517307,5.38,2.38,2.45,7.34,3.41,62.55,34.93,1.21,10.84,4.25,73.8,38.9
833,spoiled,5.853064504,5.4,2.38,2.45,7.28,3.49,63.09,35.16,1.21,10.96,4.29,73.8,38.9
834,spoiled,5.858611584,5.35,2.38,2.47,7.31,3.39,62.55,35.16,1.21,10.79,4.23,73.8,38.9
835,spoiled,5.864158544,5.38,2.35,2.45,7.28,3.41,62.55,35.88,1.21,10.84,4.23,73.7,38.8
836,spoiled,5.869705382,5.38,2.41,2.45,7.28,3.46,64.19,36.62,1.18,10.92,4.23,73.7,38.9
837,spoiled,5.875252096,5.35,2.39,2.45,7.22,3.51,64.19,36.37,1.2,10.96,4.25,73.8,38.9
838,spoiled,5.880798683,5.38,2.39,2.45,7.22,3.49,62.55,37.65,1.18,11.05,4.25,73.9,38.9
839,spoiled,5.88634514,5.38,2.38,2.45,7.22,3.43,64.19,37.39,1.21,10.96,4.25,73.8,38.9
840,spoiled,5.891891466,5.4,2.38,2.45,7.25,3.46,63.09,37.92,1.2,10.88,4.19,73.8,38.9
841,spoiled,5.897437657,5.38,2.38,2.45,7.16,3.49,64.19,38.46,1.18,11.01,4.25,73.9,38.9
842,spoiled,5.902983711,5.35,2.36,2.45,7.19,3.38,63.09,38.46,1.21,10.96,4.25,74.5,39.1
843,spoiled,5.908529625,5.35,2.35,2.47,7.22,3.33,63.64,39.01,1.21,10.88,4.25,73.9,38.9
844,spoiled,5.914075397,5.38,2.38,2.45,7.16,3.38,64.19,39.01,1.2,10.79,4.19,73.9,38.9
845,spoiled,5.919621025,5.38,2.32,2.45,7.16,3.3,63.64,39.29,1.21,10.79,4.23,74.6,39.7
846,spoiled,5.925166505,5.33,2.33,2.45,7.13,3.38,65.91,39.86,1.21,10.79,4.21,74,38.9
847,spoiled,5.930711835,5.35,2.38,2.45,7.19,3.28,63.64,39.57,1.2,10.75,4.19,74,38.9
848,spoiled,5.936257012,5.31,2.33,2.42,7.43,3.25,64.76,40.45,1.21,10.67,4.19,74,38.9
849,spoiled,5.941802034,5.33,2.32,2.44,7.13,3.33,64.76,40.15,1.2,10.67,4.19,74,38.9
850,spoiled,5.947346897,5.24,2.32,2.45,7.11,3.16,65.33,40.74,1.18,10.67,4.21,74,38.9
851,spoiled,5.9528916,5.31,2.32,2.45,7.11,3.25,65.33,41.35,1.21,10.54,4.21,74.2,38.9
852,spoiled,5.958436139,5.19,2.32,2.45,7.08,3.24,64.76,41.66,1.18,10.5,4.21,74.1,38.8
853,spoiled,5.963980511,5.22,2.33,2.47,7.13,3.28,64.76,41.05,1.18,10.46,4.19,74,38.9
854,spoiled,5.969524714,5.24,2.35,2.45,7.11,3.35,65.91,41.66,1.18,10.5,4.17,74.1,38.9
855,spoiled,5.975068745,5.17,2.32,2.47,7.11,3.28,64.76,41.35,1.21,10.46,4.17,74.1,38.9
856,spoiled,5.980612601,5.15,2.32,2.45,7.11,3.35,64.76,41.35,1.21,10.5,4.17,74.1,38.9
857,spoiled,5.986156278,5.1,2.36,2.45,7.11,3.38,64.76,41.66,1.21,10.58,4.23,74.2,38.9
858,spoiled,5.991699775,5.19,2.36,2.45,7.02,3.41,66.5,41.98,1.2,10.58,4.19,74.2,38.9
859,spoiled,5.997243087,5.13,2.36,2.45,7.02,3.24,65.91,43.27,1.18,10.5,4.23,73.7,37.8
860,spoiled,6.002786213,5.13,2.33,2.44,7.08,3.32,64.76,42.62,1.2,10.46,4.19,74.2,38.9
861,spoiled,6.008329148,5.1,2.33,2.45,7.02,3.27,66.5,43.61,1.2,10.42,4.19,74.2,38.8
862,spoiled,6.013871891,5.13,2.32,2.44,7.05,3.33,67.7,43.61,1.2,10.5,4.25,74.4,38.8
863,spoiled,6.019414437,5.13,2.33,2.45,7.02,3.22,67.09,43.95,1.18,10.42,4.21,74.4,38.8
864,spoiled,6.024956784,5.06,2.32,2.45,7.02,3.32,65.91,43.95,1.18,10.38,4.19,74.4,38.8
865,spoiled,6.030498928,5.08,2.3,2.44,7.05,3.33,71.56,44.29,1.18,10.5,4.25,74.4,38.8
866,spoiled,6.036040867,5.13,2.32,2.45,6.96,3.35,67.7,44.29,1.21,10.54,4.21,75.1,39
867,spoiled,6.041582596,5.15,2.3,2.44,7.02,3.25,65.33,44.64,1.18,10.58,4.25,74.5,38.8
868,spoiled,6.047124114,5.08,2.32,2.45,7.02,3.19,65.33,44.64,1.2,10.38,4.19,74.5,38.8
869,spoiled,6.052665416,5.04,2.32,2.45,7.02,3.3,67.09,45.71,1.18,10.38,4.19,75.2,39.6
870,spoiled,6.058206499,5.06,2.3,2.44,7.02,3.32,67.09,44.99,1.21,10.46,4.23,74.6,38.8
871,spoiled,6.06374736,5.04,2.3,2.44,6.94,3.22,67.7,46.45,1.18,10.38,4.21,74.6,38.8
872,spoiled,6.069287995,5.08,2.33,2.19,6.91,3.3,65.91,45.35,1.2,10.42,4.21,74.8,38.8
873,spoiled,6.074828402,5.08,2.32,2.44,6.94,3.35,67.7,46.45,1.18,10.42,4.21,74.7,38.8
874,spoiled,6.080368576,5.08,2.32,2.44,6.96,3.13,65.91,47.21,1.18,10.38,4.19,74.8,38.8
875,spoiled,6.085908514,5.06,2.35,2.44,6.91,3.22,67.7,46.45,1.21,10.3,4.19,74.8,38.8
876,spoiled,6.091448212,4.99,2.3,2.42,6.94,3.24,67.09,46.45,1.21,10.26,4.19,74.8,38.6
877,spoiled,6.096987667,5.1,2.29,2.44,6.94,2.89,67.7,48,1.2,10.06,4.23,74.8,38.8
878,spoiled,6.102526876,5.06,2.26,2.42,6.88,2.89,68.95,49.63,1.21,9.52,4.17,74.8,38.8
879,spoiled,6.108065834,5.15,2.23,2.44,6.88,3.01,68.95,48.8,1.18,9.56,4.23,74.8,38.8
880,spoiled,6.113604537,5.1,2.26,2.44,6.94,3.13,67.7,48,1.21,9.67,4.23,74.8,38.8
881,spoiled,6.119142983,5.08,2.24,2.42,6.88,3.08,68.32,47.6,1.18,9.64,4.21,74.8,38.8
882,spoiled,6.124681168,5.06,2.27,2.44,6.91,3.16,66.5,47.6,1.21,9.75,4.25,74.8,38.8
883,spoiled,6.130219086,5.17,2.23,2.44,6.85,3.3,67.7,48.4,1.21,9.79,4.19,74.8,38.8
884,spoiled,6.135756736,5.17,2.27,2.44,6.91,3.35,66.5,47.6,1.21,9.98,4.25,74.8,38.8
885,spoiled,6.141294112,5.17,2.23,2.42,6.85,3.32,68.95,49.22,1.18,10.02,4.25,74.8,38.8
886,spoiled,6.146831211,5.13,2.27,2.42,6.85,3.43,66.5,48.4,1.18,10.1,4.23,74.9,38.8
887,spoiled,6.152368028,5.1,2.24,2.42,6.83,3.48,67.7,48.4,1.2,10.18,4.25,74.8,38.8
888,spoiled,6.15790456,5.08,2.24,2.45,6.88,3.51,66.5,49.22,1.2,10.3,4.27,74.8,38.8
889,spoiled,6.163440803,4.99,2.26,2.42,6.83,3.52,68.32,50.06,1.18,10.26,4.25,74.8,38.8
890,spoiled,6.168976752,5.13,2.23,2.44,6.85,3.52,66.5,48.4,1.22,10.34,4.25,75.5,39.1
891,spoiled,6.174512404,5.04,2.23,2.44,6.83,3.49,67.7,49.63,1.18,10.3,4.23,74.9,38.8
892,spoiled,6.180047753,5.02,2.23,2.42,6.83,3.57,67.7,49.22,1.17,10.38,4.29,74.9,38.8
893,spoiled,6.185582797,5.08,2.23,2.42,6.8,3.38,66.5,49.63,1.21,10.3,4.21,75.6,39.3
894,spoiled,6.191117529,5.13,2.23,2.44,6.85,3.49,65.91,49.22,1.2,10.34,4.25,74.9,38.8
895,spoiled,6.196651947,5.06,2.17,2.42,6.8,3.39,66.5,50.06,1.2,10.22,4.25,75,38.8
896,spoiled,6.202186045,5.04,2.2,2.44,6.8,3.57,65.91,50.06,1.2,10.22,4.25,75,38.8
897,spoiled,6.20771982,5.08,2.18,2.44,6.85,3.35,67.7,50.49,1.22,10.3,4.25,75,38.9
898,spoiled,6.213253266,5.08,2.18,2.44,6.27,3.32,67.7,50.49,1.21,10.22,4.23,75.1,38.8
899,spoiled,6.218786379,4.97,3.17,2.44,6.8,3.41,67.09,50.92,1.18,10.22,4.29,75.1,38.8
900,spoiled,6.224319154,4.93,2.18,2.42,6.8,3.36,67.09,50.06,1.2,10.18,4.25,75,38.6
901,spoiled,6.229851587,5.04,2.18,2.45,6.77,3.43,67.09,51.37,1.2,10.3,4.27,75,38.8
902,spoiled,6.235383673,4.93,2.18,2.44,6.77,3.43,67.09,51.82,1.2,10.3,4.27,75.1,38.8
903,spoiled,6.240915407,4.95,2.18,2.42,6.74,3.52,68.95,52.74,1.18,10.34,4.31,75.1,38.8
904,spoiled,6.246446785,4.95,2.17,2.42,6.77,3.56,67.7,50.92,1.2,10.38,4.27,75.1,38.8
905,spoiled,6.2519778,4.95,2.14,2.45,6.8,3.52,67.7,52.74,1.18,10.34,4.27,75.2,38.8
906,spoiled,6.25750845,4.99,2.11,2.44,6.74,3.21,68.32,52.74,1.18,10.1,4.31,75.2,38.8
907,spoiled,6.263038727,4.86,2.13,2.42,6.69,3.33,68.95,53.21,1.18,10.06,4.29,75.2,38.7
908,spoiled,6.268568628,4.88,2.11,2.42,6.69,3.36,69.59,53.21,1.18,10.14,4.33,75.2,38.8
909,spoiled,6.274098146,4.91,2.14,2.45,6.74,3.27,68.95,53.69,1.21,10.14,4.29,75.3,38.7
910,spoiled,6.279627278,4.91,2.11,2.42,6.69,3.24,67.7,53.69,1.18,10.1,4.33,75.4,38.8
911,spoiled,6.285156017,4.91,2.13,2.44,6.72,3.25,70.23,53.21,1.18,10.06,4.33,75.4,38.8
912,spoiled,6.290684359,4.93,2.11,2.42,6.66,3.22,67.7,52.74,1.18,10.02,4.33,75.4,38.7
913,spoiled,6.296212298,4.99,2.08,2.44,6.66,3.16,68.32,54.18,1.21,10.02,4.35,75.4,38.8
914,spoiled,6.301739828,4.93,2.08,2.42,6.64,3.16,70.23,53.69,1.21,9.83,4.31,76.1,39
915,spoiled,6.307266944,4.86,2.1,2.44,6.69,3.16,68.32,52.74,1.21,9.79,4.29,75.4,38.8
916,spoiled,6.31279364,4.99,2.11,2.44,6.72,3.16,67.7,53.69,1.18,9.86,4.35,75.5,38.8
917,spoiled,6.318319911,4.86,2.08,2.44,6.69,3.22,68.95,55.17,1.17,9.9,4.33,75.6,38.8
918,spoiled,6.323845751,4.93,2.06,2.42,6.61,3.27,68.32,54.18,1.21,9.86,4.29,75.5,38.8
919,spoiled,6.329371154,4.91,2.08,2.44,6.69,3.3,68.95,55.17,1.21,10.02,4.31,75.6,38.8
920,spoiled,6.334896114,4.93,2.1,2.44,6.01,3.19,67.7,53.69,1.21,9.94,4.31,75.7,38.8
921,spoiled,6.340420626,4.88,2.08,2.44,6.61,3.28,69.59,55.17,1.18,10.02,4.35,75.6,38.8
922,spoiled,6.345944683,4.93,2.11,2.44,6.61,3.3,69.59,54.67,1.2,10.06,4.35,75.6,38.7
923,spoiled,6.351468279,4.88,2.1,2.42,6.58,3.33,69.59,55.17,1.2,9.98,4.31,75.7,38.7
924,spoiled,6.356991409,5.08,2.08,2.44,6.64,3.32,68.95,54.67,1.2,10.02,4.33,75.7,38.5
925,spoiled,6.362514065,4.88,2.07,2.44,6.61,3.3,69.59,55.68,1.18,9.98,4.31,75.7,38.7
926,spoiled,6.368036242,4.91,2.1,2.42,6.55,3.28,68.32,55.68,1.21,9.94,4.31,75.7,38.7
927,spoiled,6.373557934,4.88,2.1,2.42,6.55,3.28,70.23,56.73,1.2,10.02,4.35,75.7,38.8
928,spoiled,6.379079133,4.88,2.08,2.42,6.53,3.16,68.95,57.27,1.18,9.94,4.39,75.7,38.7
929,spoiled,6.384599834,4.99,2.08,2.44,6.53,3.16,67.7,55.68,1.2,9.86,4.37,75.7,38.7
930,spoiled,6.390120029,4.93,2.1,2.42,6.5,3.17,67.7,56.73,1.2,9.79,4.35,75.8,38.7
931,spoiled,6.395639712,4.91,2.06,2.42,6.5,3.17,68.32,56.2,1.18,9.79,4.35,75.7,38.7
932,spoiled,6.401158877,4.91,2.08,2.42,6.5,3.17,68.95,57.27,1.21,9.79,4.39,75.9,38.7
